doc_id,edinet_code,sec_code,listed,industry,company_ja,company_en,period_end,filing_date,representative,board_size,male_officers,female_officers,female_ratio_filed,female_ratio_calc,officers_tagged,officers_untagged,avg_age,avg_tenure,avg_salary_yen,female_managers_ratio,gender_pay_gap_all,male_childcare_leave,pay_total_yen,named_pay_count,status,detail
S100YDZP,E05153,2130,listed,サービス業,株式会社メンバーズ,"Members Co., Ltd.",2026-03-31,2026-06-18,代表取締役社長 髙野 明彦,7,5.0,2.0,0.286,0.2857,7.0,0.0,31.1,4.2,5520000.0,0.328,0.878,,89049000.0,0,clean,
S100YE00,E33603,4249,listed,化学,森六株式会社,"MORIROKU COMPANY, LTD.",2026-03-31,2026-06-18,代表取締役社長 最高経営責任者 黒瀨 直樹,9,7.0,2.0,0.222,0.2222,9.0,0.0,43.0,16.9,6442564.0,0.056,0.769,,167000000.0,0,clean,
S100YE1C,E38443,7120,listed,情報・通信業,株式会社SHINKO,SHINKO Inc.,2026-03-31,2026-06-18,代表取締役社長 村上 芳仁,11,10.0,1.0,0.091,0.0909,11.0,0.0,39.8,12.8,5420533.0,0.032,0.754,,183000000.0,0,clean,
S100YE1V,E03622,8418,listed,銀行業,株式会社山口フィナンシャルグループ,"Yamaguchi Financial Group, Inc.",2026-03-31,2026-06-18,代表取締役社長CEO 椋梨 敬介,11,8.0,3.0,0.272,0.2727,11.0,0.0,45.1,19.3,8371000.0,0.103,0.511,,147000000.0,0,clean,
S100YE21,E00473,2903,listed,食料品,シノブフーズ株式会社,"SHINOBU FOODS PRODUCTS CO., LTD.",2026-03-31,2026-06-18,代表取締役社長 松 本 崇 志,10,8.0,2.0,0.2,0.2,10.0,0.0,40.0,9.5,5898000.0,0.107,0.82,,250000000.0,0,clean,
S100YE26,E02247,7214,listed,輸送用機器,GMB株式会社,GMB CORPORATION,2026-03-31,2026-06-18,代表取締役社長 松岡 祐吉,11,10.0,1.0,0.091,0.0909,11.0,0.0,42.0,17.7,6033000.0,0.065,0.824,,205635000.0,0,clean,
S100YE2C,E01777,6758,listed,電気機器,ソニーグループ株式会社,SONY GROUP CORPORATION,2026-03-31,2026-06-18,代表執行役 十時 裕樹,11,10.0,5.0,0.333,0.4545,15.0,4.0,42.7,16.0,11550986.0,0.205,0.828,,,6,clean,
S100YE2M,E03549,8344,listed,銀行業,株式会社山形銀行,"The Yamagata Bank, Ltd.",2026-03-31,2026-06-18,取締役頭取 佐 藤 英 司,10,8.0,2.0,0.2,0.2,10.0,0.0,41.0,17.8,6917000.0,0.195,0.485,,178000000.0,0,clean,
S100YE2O,E36756,7130,listed,卸売業,ヤマエグループホールディングス株式会社,"YAMAE GROUP HOLDINGS CO.,LTD.",2026-03-31,2026-06-18,代表取締役社長 大 森 礼 仁,11,9.0,2.0,0.182,0.1818,11.0,0.0,39.3,2.7,6957000.0,0.067,0.711,,491000000.0,1,clean,
S100YE3H,E01878,6841,listed,電気機器,横河電機株式会社,Yokogawa Electric Corporation,2026-03-31,2026-06-18,取締役 代表執行役社長 重野 邦正,12,9.0,3.0,0.25,0.25,12.0,0.0,44.0,16.0,9486104.0,0.11,0.771,,1139000000.0,2,clean,
S100YE3S,E05332,2359,listed,情報・通信業,株式会社コア,CORE CORPORATION,2026-03-31,2026-06-18,代表取締役社長執行役員 横山 浩二,9,7.0,2.0,0.222,0.2222,9.0,0.0,40.6,15.6,7006000.0,0.033,0.83,,204000000.0,0,clean,
S100YE42,E01336,5805,listed,非鉄金属,SWCC株式会社,SWCC Corporation,2026-03-31,2026-06-18,代表取締役 小 又 哲 夫,8,5.0,3.0,0.375,0.375,8.0,0.0,44.7,16.9,7231000.0,0.059,0.718,,227000000.0,0,clean,
S100YE46,E32825,3969,listed,情報・通信業,株式会社エイトレッド,ATLED CORP.,2026-03-31,2026-06-18,代表取締役社長 岡本 康広,8,8.0,,,,,,31.6,4.5,5780000.0,0.0,0.776,,51630000.0,0,clean,
S100YE4Y,E02410,6413,listed,機械,理想科学工業株式会社,RISO KAGAKU CORPORATION,2026-03-31,2026-06-18,代表取締役社長 社長執行役員 羽山 明,10,9.0,1.0,0.1,0.1,10.0,0.0,45.8,22.1,8520952.0,0.054,0.76,,234000000.0,0,clean,
S100YE5G,E00572,3513,listed,繊維製品,イチカワ株式会社,"ICHIKAWA CO., LTD.",2026-03-31,2026-06-18,代表取締役社長 矢 崎 孝 信,0,9.0,2.0,0.182,,11.0,,43.6,23.7,6300000.0,0.015,0.756,,265000000.0,0,no_tagged_board,officers table is TextBlock only
S100YE6B,E02729,9889,listed,情報・通信業,JBCCホールディングス株式会社,JBCC Holdings Inc.,2026-03-31,2026-06-18,代表取締役社長 東上 征司,6,5.0,1.0,0.167,0.1667,6.0,0.0,48.9,16.3,12392000.0,0.5,1.186,,135000000.0,1,clean,
S100YE7T,E31748,6178,listed,サービス業,日本郵政株式会社,"JAPAN POST HOLDINGS Co.,Ltd.",2026-03-31,2026-06-18,取締役兼代表執行役社長 根 岸 一 行,13,38.0,7.0,0.1556,0.5385,45.0,32.0,43.1,15.9,8718000.0,0.178,0.684,,1037000000.0,0,clean,
S100YE84,E04286,9304,listed,倉庫・運輸関連,澁澤倉庫株式会社,"Shibusawa Logistics Corporation (旧英訳名 The Shibusawa Warehouse Co., Ltd.) (注) 2024年6月27日開催の第177期定時株主総会の決議により、 2025年1月1日付で英訳名を上記のとおり変更いたしました。",2025-03-31,2025-06-25,取締役社長 大隅 毅,11,10.0,1.0,0.091,0.0909,11.0,0.0,43.0,17.0,7536653.0,0.011,0.746,,165000000.0,0,clean,
S100YE88,E00410,409A,listed,食料品,オリオンビール株式会社,"ORION BREWERIES,LTD.",2026-03-31,2026-06-18,代表取締役社長 兼 執行役員社長CEO 村野 一,10,8.0,2.0,0.2,0.2,10.0,0.0,41.0,12.0,7041000.0,0.12,0.591,,119000000.0,0,clean,
S100YE9T,E01627,6382,listed,機械,トリニティ工業株式会社,TRINITY INDUSTRIAL CORPORATION,2026-03-31,2026-06-18,取締役社長 飯田 基博,13,13.0,,,,,,41.9,16.6,6467000.0,0.0,0.639,,178634000.0,0,clean,
S100YEAI,E04926,4665,listed,サービス業,株式会社ダスキン,"DUSKIN CO., LTD.",2026-03-31,2026-06-18,代表取締役 社長執行役員 大 久 保 裕 行,14,11.0,3.0,0.214,0.2143,14.0,0.0,46.1,18.2,7812432.0,0.173,0.467,,404679000.0,0,clean,
S100YEB9,E31336,3908,listed,情報・通信業,株式会社コラボス,Collabos Corporation,2026-03-31,2026-06-18,代表取締役社長 茂木 貴雄,9,9.0,,,,,,39.19,8.2,5363000.0,0.333,,,61140000.0,0,clean,
S100YEDH,E01569,6366,listed,建設業,千代田化工建設株式会社,Chiyoda Corporation,2026-03-31,2026-06-18,代表取締役社長 太田 光治,12,10.0,2.0,0.1667,0.1667,12.0,0.0,42.3,14.3,10793000.0,0.049,0.658,,394000000.0,0,clean,
S100YEDS,E01951,6652,listed,電気機器,IDEC株式会社,IDEC CORPORATION,2026-03-31,2026-06-18,代表取締役会長兼社長 舩木 俊之,9,6.0,3.0,0.333,0.3333,9.0,0.0,42.9,14.2,6816000.0,0.119,0.589,,395000000.0,1,clean,
S100YEG1,E32801,6539,listed,サービス業,株式会社MS-Japan,"MATCHING SERVICE JAPAN CO.,LTD.",2026-03-31,2026-06-18,代表取締役会長 CEO 有本 隆浩,7,6.0,1.0,0.14,0.1429,7.0,0.0,32.4,5.4,5431000.0,0.19,0.703,,170304000.0,0,clean,
S100YEJ6,E02246,7215,listed,輸送用機器,株式会社ファルテック,"FALTEC Co.,Ltd.",2026-03-31,2026-06-18,代表取締役社長 河井 芳浩,12,11.0,1.0,0.08,0.0833,12.0,0.0,45.4,17.9,5912000.0,0.049,0.773,,148000000.0,0,clean,
S100Y6HR,E32679,9142,listed,陸運業,九州旅客鉄道株式会社,Kyushu Railway Company,2026-03-31,2026-06-19,代表取締役社長執行役員 古宮 洋二,15,10.0,5.0,0.333,0.3333,15.0,0.0,42.5,13.4,6399403.0,0.064,0.794,,508000000.0,0,clean,
S100Y7BQ,E01232,5631,listed,機械,株式会社日本製鋼所,"THE JAPAN STEEL WORKS, LTD.",2026-03-31,2026-06-19,代表取締役社長 松尾 敏夫,14,11.0,3.0,0.214,0.2143,14.0,0.0,38.8,12.6,7137000.0,0.03,0.772,,416242000.0,0,clean,
S100Y7EC,E05309,2331,listed,サービス業,ALSOK株式会社(旧会社名 綜合警備保障株式会社),"ALSOK CO.,LTD.(旧英訳名 SOHGO SECURITY SERVICES CO.,LTD.)",2026-03-31,2026-06-19,代表取締役グループCOO 栢木 伊久二,15,12.0,3.0,0.2,0.2,15.0,0.0,41.8,18.3,6221418.0,0.072,0.745,,375000000.0,0,clean,
S100Y8FP,E03634,8551,listed,銀行業,株式会社 北日本銀行,"The Kita-Nippon Bank,Ltd.",2026-03-31,2026-06-19,取締役頭取 石 塚 恭 路,13,12.0,1.0,0.076,0.0769,13.0,0.0,40.0,17.0,5922000.0,0.059,0.556,,161000000.0,0,clean,
S100Y95Z,E00083,1833,listed,建設業,株式会社奥村組,OKUMURA CORPORATION,2026-03-31,2026-06-19,代表取締役社長 奥 村 太加典,13,11.0,2.0,0.154,0.1538,13.0,0.0,42.6,15.1,10062259.0,0.046,0.598,,306000000.0,0,clean,
S100Y99Z,E02127,7012,listed,輸送用機器,川崎重工業株式会社,"Kawasaki Heavy Industries, Ltd.",2026-03-31,2026-06-19,代表取締役社長執行役員 橋本 康彦,12,8.0,4.0,0.333,0.3333,12.0,0.0,41.7,15.3,9101888.0,0.026,0.692,,747000000.0,4,clean,
S100YA2L,E01063,4925,listed,化学,株式会社ハーバー研究所,"HABA LABORATORIES,INC.",2026-03-31,2026-06-19,代表取締役社長 西 幹男,9,6.0,3.0,0.333,0.3333,9.0,0.0,44.8,11.7,4214454.0,0.651,0.7,,141330000.0,0,clean,
S100YANZ,E02542,3004,listed,卸売業,神栄株式会社,SHINYEI KAISHA,2026-03-31,2026-06-19,代表取締役社長 赤 澤 秀 朗,9,8.0,1.0,0.111,0.1111,9.0,0.0,41.4,14.4,7633000.0,0.147,,,179000000.0,0,clean,
S100YAQJ,E05310,2332,listed,情報・通信業,株式会社クエスト,"Quest Co., Ltd.",2026-03-31,2026-06-19,代表取締役 社長執行役員 鎌田 智,11,9.0,2.0,0.18,0.1818,11.0,0.0,38.6,11.6,5965656.0,0.112,0.85,,179462000.0,0,clean,
S100YAX9,E02561,8076,listed,卸売業,株式会社カノークス,CANOX CORPORATION,2026-03-31,2026-06-19,代表取締役社長 小河 正直,10,9.0,1.0,0.1,0.1,10.0,0.0,42.0,11.0,7636000.0,,0.555,,190604000.0,0,clean,
S100YBKP,E04152,,unlisted,陸運業,横浜高速鉄道株式会社,YOKOHAMA MINATOMIRAI RAILWAY COMPANY,2026-03-31,2026-06-19,代表取締役社長 國本 直哉,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YBNQ,E03574,8368,listed,銀行業,株式会社 百五銀行,"The Hyakugo Bank, Ltd.",2026-03-31,2026-06-19,取締役頭取 杉 浦 雅 和,16,13.0,3.0,0.1875,0.1875,16.0,0.0,40.9,15.3,7764000.0,0.112,0.439,,427000000.0,0,clean,
S100YBS9,E35360,,unlisted,不動産業,中央日本土地建物グループ株式会社,"Chuo-Nittochi Group Co., Ltd.",2026-03-31,2026-06-19,代表取締役社長 三 宅 潔,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YBX4,E05219,4301,listed,サービス業,株式会社アミューズ,AMUSE INC.,2026-03-31,2026-06-19,代表取締役会長 兼 社長 大里 洋吉,13,11.0,2.0,0.15,0.1538,13.0,0.0,39.18,11.44,7523505.0,0.446,0.743,,411000000.0,1,clean,
S100YC1U,E03645,8537,listed,銀行業,株式会社大光銀行,"THE TAIKO BANK,LTD.",2026-03-31,2026-06-19,取締役頭取 川合 昌一,12,11.0,1.0,0.0833,0.0833,12.0,0.0,41.3,17.1,5930000.0,0.265,0.527,,211000000.0,0,clean,
S100YCB2,E03646,7184,listed,銀行業,株式会社富山第一銀行,"THE FIRST BANK OF TOYAMA,LTD.",2026-03-31,2026-06-19,取締役頭取 野村 充,15,14.0,1.0,0.066,0.0667,15.0,0.0,39.8,16.6,6863000.0,0.123,0.611,,286000000.0,0,clean,
S100YCBJ,E00406,2267,listed,食料品,株式会社ヤクルト本社,"YAKULT HONSHA CO.,LTD.",2026-03-31,2026-06-19,代表取締役社長 成 田 裕,19,15.0,4.0,0.211,0.2105,19.0,0.0,41.7,17.7,8549009.0,0.144,0.679,,762000000.0,1,clean,
S100YCGG,E02792,7417,listed,卸売業,株式会社南陽,NANYO CORPORATION,2026-03-31,2026-06-19,代表取締役社長 篠 崎 学,11,8.0,3.0,0.273,0.2727,11.0,0.0,41.3,12.5,6635000.0,,,,221000000.0,0,clean,
S100YCGY,E00080,1885,listed,建設業,東亜建設工業株式会社,TOA CORPORATION,2026-03-31,2026-06-19,代表取締役社長 早 川 毅,9,7.0,2.0,0.222,0.2222,9.0,0.0,44.0,17.8,10193864.0,0.01,0.585,,393000000.0,0,clean,
S100YCJZ,E34837,,unlisted,電気・ガス業,株式会社JERA,"JERA Co., Inc.",2026-03-31,2026-06-19,代表取締役社長CEO兼COO 奥田 久栄,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YCSC,E00885,4461,listed,化学,第一工業製薬株式会社,DKS Co. Ltd.,2026-03-31,2026-06-19,代表取締役社長 山路 直貴,11,9.0,2.0,0.182,0.1818,11.0,0.0,41.4,15.6,8054710.0,0.097,0.727,,529000000.0,0,clean,
S100YCUD,E01264,5411,listed,鉄鋼,JFEホールディングス株式会社,"JFE Holdings, Inc.",2026-03-31,2026-06-19,代表取締役社長 北 野 嘉 久,13,11.0,2.0,0.1538,0.1538,13.0,0.0,48.0,23.5,12280000.0,,,,450862000.0,2,clean,
S100YCVD,E27572,3184,listed,小売業,ICDAホールディングス株式会社,"International Conglomerate of Distribution for Automobile Holdings Co., Ltd.",2026-03-31,2026-06-19,代表取締役社長 向井 弘光,7,6.0,1.0,0.143,0.1429,7.0,0.0,40.6,14.6,5220000.0,,,,77558000.0,0,clean,
S100YCXS,E37141,2993,listed,不動産業,株式会社長栄,Choei Inc.,2026-03-31,2026-06-19,代表取締役 社長執行役員 舩井 渉,9,8.0,1.0,0.111,0.1111,9.0,0.0,35.5,8.4,5051000.0,,0.723,,395847000.0,1,clean,
S100YCY4,E00181,1939,listed,建設業,株式会社四電工,YONDENKO CORPORATION,2026-03-31,2026-06-19,代表取締役 社長 関谷 幸男,11,8.0,3.0,0.273,0.2727,11.0,0.0,40.0,16.2,7743000.0,0.034,0.723,,196000000.0,0,clean,
S100YCZI,E00356,2109,listed,食料品,DM三井製糖株式会社,"Mitsui DM Sugar Co., Ltd.",2026-03-31,2026-06-19,代表取締役社長 森本 卓,11,9.0,2.0,0.182,0.1818,11.0,0.0,43.38,18.28,8154131.0,0.123,0.773,,236000000.0,0,clean,
S100YD1A,E05221,4310,listed,サービス業,株式会社ドリームインキュベータ,Dream Incubator Inc.,2026-03-31,2026-06-19,代表取締役社長 三宅 孝之,7,5.0,2.0,0.28,0.2857,7.0,0.0,34.61,3.76,12208000.0,0.167,,,288000000.0,1,clean,
S100YD30,E00448,4229,listed,化学,群栄化学工業株式会社,"Gun Ei Chemical Industry Co.,Ltd.",2026-03-31,2026-06-19,代表取締役 社長執行役員 有 田 喜 一 郎,8,7.0,1.0,0.12,0.125,8.0,0.0,40.1,15.9,7385000.0,0.08,0.893,,247000000.0,0,clean,
S100YD3V,E01739,6503,listed,電気機器,三菱電機株式会社,Mitsubishi Electric Corporation,2026-03-31,2026-06-19,執行役社長 漆間 啓,10,19.0,2.0,0.1,0.2,21.0,11.0,40.5,15.3,9134603.0,0.042,0.642,,1953000000.0,12,clean,
S100YD4R,E00836,4272,listed,化学,日本化薬株式会社,"NIPPON KAYAKU CO.,LTD.",2026-03-31,2026-06-19,代表取締役社長 川村 茂之,14,13.0,1.0,0.07,0.0714,14.0,0.0,41.0,14.8,7976000.0,0.09,0.718,,488000000.0,1,clean,
S100YD4W,E00458,2288,listed,食料品,丸大食品株式会社,"MARUDAI FOOD CO., LTD.",2026-03-31,2026-06-19,代表取締役社長 佐 藤 勇 二,9,8.0,1.0,0.111,0.1111,9.0,0.0,41.6,17.5,5943000.0,0.061,0.536,,229000000.0,0,clean,
S100YD4Z,E30917,6240,listed,機械,ヤマシンフィルタ株式会社,YAMASHIN-FILTER CORP.,2026-03-31,2026-06-19,代表取締役社長執行役員 山崎 敦彦,9,6.0,3.0,0.33,0.3333,9.0,0.0,40.5,8.7,7323000.0,0.097,0.764,,381000000.0,1,clean,
S100YD50,E00895,4615,listed,化学,神東塗料株式会社,"SHINTO PAINT COMPANY, LIMITED",2026-03-31,2026-06-19,代表取締役社長執行役員 小 坂 伊 知 郎,10,9.0,1.0,0.1,0.1,10.0,0.0,43.9,14.6,5440000.0,0.103,0.831,,106000000.0,0,clean,
S100YD7O,E01966,6947,listed,電気機器,株式会社図研,ZUKEN INC.,2026-03-31,2026-06-19,代表取締役社長 勝部 迅也,8,6.0,2.0,0.25,0.25,8.0,0.0,44.3,17.9,8659154.0,,0.697,,261610000.0,0,clean,
S100YD8C,E01204,5386,listed,ガラス・土石製品,株式会社鶴弥,"TSURUYA CO.,LTD.",2026-03-31,2026-06-19,代表取締役 鶴見 哲,8,8.0,,,,,,45.8,19.0,5014408.0,0.121,0.778,,110000000.0,0,clean,
S100YDBB,E03530,8303,listed,銀行業,株式会社SBI新生銀行,"SBI Shinsei Bank, Limited",2026-03-31,2026-06-19,代表取締役社長 最高経営責任者 川島 克哉,11,8.0,3.0,0.272,0.2727,11.0,0.0,42.7,13.1,8558000.0,0.222,0.735,,246000000.0,0,clean,
S100YDBT,E01254,5541,listed,鉄鋼,大平洋金属株式会社,"Pacific Metals Co., Ltd.",2026-03-31,2026-06-19,代表取締役社長 岩 舘 一 夫,10,9.0,1.0,0.1,0.1,10.0,0.0,43.3,20.4,5610000.0,,0.812,,192000000.0,0,clean,
S100YDCX,E01173,5304,listed,ガラス・土石製品,SECカーボン株式会社,"SEC CARBON,LIMITED",2026-03-31,2026-06-19,代表取締役社長 中 島 耕,11,9.0,2.0,0.182,0.1818,11.0,0.0,43.0,18.0,7766222.0,0.019,0.711,,232000000.0,0,clean,
S100YDDF,E25662,7022,listed,輸送用機器,サノヤスホールディングス株式会社,Sanoyas Holdings Corporation,2026-03-31,2026-06-19,代表取締役社長 北 逵 伊 佐 雄,9,8.0,1.0,0.111,0.1111,9.0,0.0,41.3,9.6,6034616.0,0.083,0.705,,149000000.0,0,clean,
S100YDG4,E02691,8283,listed,卸売業,株式会社PALTAC,PALTAC CORPORATION,2026-03-31,2026-06-19,代表取締役社長 吉田 拓也,18,14.0,4.0,0.222,0.2222,18.0,0.0,43.8,17.5,6761779.0,0.083,0.522,,431000000.0,0,clean,
S100YDHL,E07801,6098,listed,サービス業,株式会社リクルートホールディングス,"Recruit Holdings Co., Ltd.",2026-03-31,2026-06-19,代表取締役社長 兼 Chief Executive Officer 出木場 久征,12,8.0,4.0,0.333,0.3333,12.0,0.0,40.2,9.3,11624997.0,0.55,0.858,,2441000000.0,13,clean,
S100YDI1,E03231,7412,listed,小売業,株式会社アトム,ATOM CORPORATION,2026-03-31,2026-06-19,代表取締役社長 植田 剛史,8,4.0,4.0,0.5,0.5,8.0,0.0,43.0,12.0,4625000.0,0.072,0.698,,89000000.0,0,clean,
S100YDJY,E04633,,unlisted,サービス業,株式会社千葉カントリー倶楽部,"CHIBA COUNTRY CLUB CO.,LTD.",2026-03-31,2026-06-19,代表取締役社長 山本 章裕,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YDK0,E03557,8337,listed,銀行業,株式会社千葉興業銀行,"The Chiba Kogyo Bank, Ltd.",2026-03-31,2026-06-19,取締役頭取 梅田 仁司,13,11.0,2.0,0.153,0.1538,13.0,0.0,40.0,15.0,6808000.0,0.251,0.603,,251000000.0,0,clean,
S100YDLB,E03500,3066,listed,小売業,株式会社JBイレブン,"JB ELEVEN CO.,LTD.",2026-03-31,2026-06-19,代表取締役社長 新美 司,8,6.0,2.0,0.25,0.25,8.0,0.0,48.7,12.2,6576000.0,0.032,0.585,,47000000.0,0,clean,
S100YDP3,E03610,8308,listed,銀行業,株式会社りそなホールディングス,"Resona Holdings, Inc.",2026-03-31,2026-06-19,代表執行役社長 南 昌 宏,10,28.0,3.0,0.096,0.3,31.0,21.0,45.1,14.4,9069000.0,,,,804000000.0,3,clean,
S100YDPD,E03538,,unlisted,銀行業,株式会社りそな銀行,"Resona Bank,Limited",2026-03-31,2026-06-19,代表取締役社長 千 田 一 弘,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YDQ3,E00768,4043,listed,化学,株式会社トクヤマ,Tokuyama Corporation,2026-03-31,2026-06-19,代表取締役 社長執行役員 井上 智弘,11,9.0,2.0,0.18,0.1818,11.0,0.0,41.45,16.82,7940277.0,0.035,0.755,,298000000.0,0,clean,
S100YDRI,E05346,8439,listed,その他金融業,東京センチュリー株式会社,Tokyo Century Corporation,2026-03-31,2026-06-19,代表取締役社長 CEO 藤原 弘治,15,12.0,3.0,0.2,0.2,15.0,0.0,43.0,16.0,9316000.0,0.147,0.627,,897000000.0,1,clean,
S100YDSC,E01253,5463,listed,鉄鋼,丸一鋼管株式会社,Maruichi Steel Tube Ltd.,2026-03-31,2026-06-19,代表取締役 鈴 木 博 之,13,9.0,4.0,0.308,0.3077,13.0,0.0,40.9,19.35,7216151.0,0.05,0.792,,317000000.0,0,clean,
S100YDSE,E03556,8331,listed,銀行業,株式会社千葉銀行,"The Chiba Bank, Ltd.",2026-03-31,2026-06-19,取締役頭取 米本 努,14,9.0,5.0,0.357,0.3571,14.0,0.0,38.3,14.4,8370000.0,0.19,0.536,,504000000.0,1,clean,
S100YDSM,E05011,4705,listed,サービス業,株式会社クリップコーポレーション,CLIP Corporation,2026-03-31,2026-06-19,代表取締役会長 井 上 憲 氏,10,9.0,1.0,0.1,0.1,10.0,0.0,37.0,7.7,3782176.0,,,,80000000.0,0,clean,
S100YDSN,E22440,3151,listed,卸売業,株式会社バイタルケーエスケー・ホールディングス,"VITAL KSK HOLDINGS,INC.",2026-03-31,2026-06-19,代表取締役社長 村 井 泰 介,12,9.0,3.0,0.25,0.25,12.0,0.0,43.3,6.1,6234677.0,,,,22000000.0,0,clean,
S100YDSY,E01369,5955,listed,金属製品,株式会社ワイズホールディングス,"WISE HOLDINGS CO., LTD.",2026-03-31,2026-06-19,代表取締役社長 堀 直 樹,5,5.0,0.0,0.0,0.0,5.0,0.0,49.0,4.0,8742000.0,,,,56560000.0,0,clean,
S100YDT5,E05274,4350,listed,小売業,株式会社メディカルシステムネットワーク,"MEDICAL SYSTEM NETWORK Co.,Ltd.",2026-03-31,2026-06-19,代表取締役社長 田 尻 稲 雄,17,16.0,1.0,0.059,0.0588,17.0,0.0,43.0,8.0,5862000.0,0.266,0.691,,481000000.0,0,clean,
S100YDTC,E03756,8609,listed,証券、商品先物取引業,株式会社岡三証券グループ,OKASAN SECURITIES GROUP INC.,2026-03-31,2026-06-19,代表取締役社長 新芝 宏之,7,6.0,1.0,0.14,0.1429,7.0,0.0,45.0,14.0,11281863.0,,,,237000000.0,1,clean,
S100YDTW,E01902,6999,listed,電気機器,KOA株式会社,KOA CORPORATION,2026-03-31,2026-06-19,代表取締役 社長執行役員 向山 浩正,15,12.0,3.0,0.2,0.2,15.0,0.0,40.7,17.1,5923699.0,0.0296,0.7145,,353000000.0,0,clean,
S100YDU2,E02728,9888,listed,卸売業,株式会社UEX,"UEX,LTD.",2026-03-31,2026-06-19,代表取締役社長 秀 髙 雅 紀,9,8.0,1.0,0.111,0.1111,9.0,0.0,44.2,16.8,6947960.0,,,,162651000.0,0,clean,
S100YDVA,E33638,6565,listed,サービス業,ABホテル株式会社,"ABHOTEL CO., LTD.",2026-03-31,2026-06-19,代表取締役社長 沓名 一樹,8,7.0,1.0,0.125,0.125,8.0,0.0,36.6,2.1,5163000.0,0.0,0.551,,132620000.0,0,clean,
S100YDVL,E03134,8230,listed,小売業,株式会社はせがわ,"HASEGAWA CO., LTD.",2026-03-31,2026-06-19,代表取締役社長 新貝 三四郎,9,7.0,2.0,0.2222,0.2222,9.0,0.0,45.7,17.8,5389000.0,0.068,0.482,,166000000.0,0,clean,
S100YDW0,E00461,2875,listed,食料品,東洋水産株式会社,"TOYO SUISAN KAISHA, LTD.",2026-03-31,2026-06-19,代表取締役社長 住本 憲隆,16,13.0,3.0,0.188,0.1875,16.0,0.0,41.7,16.8,6986000.0,0.055,0.661,,457000000.0,0,clean,
S100YDW4,E03468,3397,listed,小売業,株式会社 トリドールホールディングス,TORIDOLL Holdings Corporation,2026-03-31,2026-06-19,代表取締役社長 粟 田 貴 也,6,3.0,3.0,0.5,0.5,6.0,0.0,41.98,6.43,8326000.0,0.222,0.72,,155000000.0,0,clean,
S100YDWN,E05267,4345,listed,サービス業,株式会社シーティーエス,"CTS Co., Ltd.",2026-03-31,2026-06-19,代表取締役 社長執行役員 横島 連,7,6.0,1.0,0.143,0.1429,7.0,0.0,43.8,11.2,6535342.0,0.0,0.527,,75000000.0,0,clean,
S100YDWS,E33840,7326,listed,保険業,SBIインシュアランスグループ株式会社,"SBI Insurance Group Co., Ltd.",2026-03-31,2026-06-19,代表取締役 執行役員会長兼社長 乙部 辰良,11,11.0,0.0,0.0,0.0,11.0,0.0,51.0,5.2,9290474.0,,,,98000000.0,0,clean,
S100YDYF,E02412,7947,listed,化学,株式会社エフピコ,FP CORPORATION,2026-03-31,2026-06-19,代表取締役会長 佐藤 守正,16,14.0,2.0,0.125,0.125,16.0,0.0,42.3,15.6,7611000.0,0.166,0.609,,798000000.0,2,clean,
S100YDYH,E02270,7727,listed,精密機器,株式会社オーバル,OVAL Corporation,2026-03-31,2026-06-19,代表取締役社長 谷 本 淳,9,8.0,1.0,0.11,0.1111,9.0,0.0,43.9,16.6,6949000.0,0.034,0.727,,144452000.0,0,clean,
S100YDZX,E01782,6763,listed,電気機器,帝国通信工業株式会社,"Teikoku Tsushin Kogyo Co., Ltd.",2026-03-31,2026-06-19,代表取締役社長 羽生 満寿夫,10,7.0,3.0,0.3,0.3,10.0,0.0,41.3,17.9,6188000.0,0.029,0.759,,162167000.0,0,clean,
S100YE06,E01077,5011,listed,石油・石炭製品,ニチレキグループ株式会社,"NICHIREKI GROUP CO., LTD.",2026-03-31,2026-06-19,代表取締役社長 小 幡 学,13,10.0,3.0,0.2308,0.2308,13.0,0.0,44.9,14.8,8447000.0,0.031,0.595,,358000000.0,0,clean,
S100YE10,E01685,6287,listed,機械,株式会社サトー(旧会社名 サトーホールディングス株式会社),SATO CORPORATION(旧英訳名 SATO HOLDINGS CORPORATION),2026-03-31,2026-06-19,代表取締役 社長執行役員 グループCEO 小沼 宏行,10,8.0,2.0,0.2,0.2,10.0,0.0,44.8,16.2,7453498.0,0.104,0.698,,253000000.0,0,clean,
S100YE1D,E05617,2121,listed,サービス業,株式会社MIXI,"MIXI, Inc.",2026-03-31,2026-06-19,代表取締役社長 上級執行役員 CEO 木村 弘毅,10,7.0,3.0,0.3,0.3,10.0,0.0,38.1,6.2,8470000.0,0.197,0.746,,569000000.0,2,clean,
S100YE1F,E02727,9885,listed,卸売業,株式会社 シャルレ,"CHARLE CO.,LTD.",2026-03-31,2026-06-19,代表取締役社長 林 勝哉,8,7.0,1.0,0.125,0.125,8.0,0.0,46.4,19.8,6102000.0,0.297,,,112000000.0,0,clean,
